 00Z 27 08 2017,  0.00 ,  22.35
 12Z 27 08 2017,  0.00 ,  19.93
 00Z 28 08 2017,  0.00 ,  22.76
 12Z 28 08 2017,  26.93 ,  21.31
 00Z 29 08 2017,  38.94 ,  24.45
 12Z 29 08 2017,  461.15 ,  21.60
 00Z 30 08 2017,  238.55 ,  30.44
 12Z 30 08 2017,  36.58 ,  29.85
 00Z 31 08 2017,  20.94 ,  38.71
 12Z 31 08 2017,  150.15 ,  37.59
 00Z 01 09 2017,  4.48 ,  39.83
 12Z 01 09 2017,  0.00 ,  23.25
 00Z 02 09 2017,  0.00 ,  30.42
 12Z 02 09 2017,  54.84 ,  24.14
 00Z 03 09 2017,  50.43 ,  29.55
 12Z 03 09 2017,  25.72 ,  23.73
 00Z 04 09 2017,  0.00 ,  21.31
 12Z 04 09 2017,  0.00 ,  18.55
 00Z 05 09 2017,  0.00 ,  22.90
 12Z 05 09 2017,  0.00 ,  25.10
 00Z 06 09 2017,  1.08 ,  32.00
 12Z 06 09 2017,  372.03 ,  25.52
 00Z 07 09 2017,  12.02 ,  34.00
 12Z 07 09 2017,  0.00 ,  33.62
 00Z 08 09 2017,  0.00 ,  20.89
 12Z 08 09 2017,  130.82 ,  27.30
 00Z 09 09 2017,  0.00 ,  31.17
 12Z 09 09 2017,  0.00 ,  16.29
 00Z 10 09 2017,  0.00 ,  21.41
 12Z 10 09 2017,  0.00 ,  16.34
 00Z 11 09 2017,  0.00 ,  22.29
 12Z 11 09 2017,  0.00 ,  18.40
 00Z 12 09 2017,  0.00 ,  22.06
 12Z 12 09 2017,  0.00 ,  22.42
 00Z 13 09 2017,  0.00 ,  20.99
 12Z 13 09 2017,  0.00 ,  18.78
 00Z 14 09 2017,  131.48 ,  27.60
 12Z 14 09 2017,  50.08 ,  22.08
 00Z 15 09 2017,  0.00 ,  21.51
 12Z 15 09 2017,  0.00 ,  17.29
 00Z 16 09 2017,  1.17 ,  27.58
 12Z 16 09 2017,  27.13 ,  24.69
 00Z 17 09 2017,  0.00 ,  28.73
 12Z 17 09 2017,  0.00 ,  19.85
